CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration
9664,W-Completeren aanvraag,11003,2012.01.12 09:10:18,6000,2012.01.12 09:15:01,4
9664,W-Completeren aanvraag,10982,2012.01.12 13:17:52,6000,2012.01.12 13:19:46,1
9665,W-Completeren aanvraag,11122,2012.02.15 17:35:48,3000,2012.02.15 17:43:06,7
9665,W-Nabellen offertes,11122,2012.02.22 14:01:34,3000,2012.02.22 14:10:45,9
9666,W-Completeren aanvraag,11189,2011.12.20 12:32:29,10000,2011.12.20 12:45:39,13
9666,W-Nabellen offertes,11189,2011.12.20 12:46:18,10000,2011.12.20 12:47:04,0
9666,W-Nabellen offertes,no resuource,2011.12.20 15:57:53,10000,2011.12.20 15:58:34,0
9667,W-Completeren aanvraag,no resuource,2011.12.07 17:48:33,3000,2011.12.07 17:50:34,2
9667,W-Completeren aanvraag,10863,2011.12.08 11:00:06,3000,2011.12.08 11:01:09,1
9667,W-Completeren aanvraag,10863,2011.12.08 14:15:45,3000,2011.12.08 14:17:49,2
9667,W-Completeren aanvraag,11201,2011.12.08 18:15:42,3000,2011.12.08 18:16:48,1
9667,W-Completeren aanvraag,11201,2011.12.09 17:14:16,3000,2011.12.09 17:16:02,1
9667,W-Completeren aanvraag,no resuource,2011.12.10 11:03:11,3000,2011.12.10 11:04:19,1
9667,W-Completeren aanvraag,no resuource,2011.12.10 14:56:23,3000,2011.12.10 14:57:33,1
9667,W-Completeren aanvraag,11201,2011.12.12 20:26:42,3000,2011.12.12 20:27:37,0
9667,W-Completeren aanvraag,no resuource,2011.12.13 20:12:28,3000,2011.12.13 20:13:55,1
9667,W-Completeren aanvraag,no resuource,2011.12.13 20:12:28,3000,2012.01.07 09:15:26,35342
9668,W-Completeren aanvraag,10939,2012.01.12 19:36:14,33000,2012.01.12 19:52:51,16
9668,W-Nabellen offertes,10889,2012.01.18 20:53:55,33000,2012.01.18 20:59:51,5
9669,W-Completeren aanvraag,11181,2011.12.07 09:31:43,7000,2011.12.07 09:45:46,14
9669,W-Nabellen offertes,11181,2011.12.07 09:45:58,7000,2011.12.07 09:47:07,1
9669,W-Nabellen offertes,11119,2011.12.14 18:16:16,7000,2011.12.14 18:19:47,3
9669,W-Nabellen offertes,11119,2011.12.14 18:20:49,7000,2011.12.14 18:21:24,0
9670,W-Completeren aanvraag,10863,2012.01.02 19:27:22,16000,2012.01.02 19:38:53,11
9670,W-Completeren aanvraag,10863,2012.01.03 18:34:02,16000,2012.01.03 18:34:08,0
9670,W-Completeren aanvraag,11179,2012.01.04 10:41:53,16000,2012.01.04 10:44:44,2
9670,W-Completeren aanvraag,11203,2012.01.04 17:59:11,16000,2012.01.04 18:02:04,2
9670,W-Completeren aanvraag,11179,2012.01.06 11:51:07,16000,2012.01.06 11:51:32,0
9670,W-Completeren aanvraag,11203,2012.01.06 20:11:07,16000,2012.01.06 20:11:22,0
9670,W-Completeren aanvraag,10909,2012.01.07 14:41:20,16000,2012.01.07 14:42:09,0
9670,W-Completeren aanvraag,10863,2012.01.09 20:24:19,16000,2012.01.09 20:26:28,2
9670,W-Completeren aanvraag,11201,2012.01.16 17:12:23,16000,2012.01.16 17:14:09,1
9670,W-Completeren aanvraag,10889,2012.01.18 13:42:45,16000,2012.01.18 13:44:13,1
9670,W-Completeren aanvraag,10889,2012.01.18 13:42:45,16000,2012.02.02 09:15:15,21332
9671,W-Completeren aanvraag,no resuource,2012.01.05 09:06:58,7000,2012.01.05 09:25:34,18
9671,W-Nabellen offertes,no resuource,2012.01.05 09:36:50,7000,2012.01.05 09:41:55,5
9671,W-Nabellen offertes,10914,2012.01.12 12:42:22,7000,2012.01.12 12:44:29,2
9672,W-Completeren aanvraag,11119,2012.02.16 17:47:25,10000,2012.02.16 17:47:36,0
9672,W-Completeren aanvraag,10933,2012.02.16 20:22:39,10000,2012.02.16 20:24:58,2
9672,W-Completeren aanvraag,11121,2012.02.17 12:36:36,10000,2012.02.17 12:37:28,0
9672,W-Completeren aanvraag,11121,2012.02.17 12:42:29,10000,2012.02.17 12:42:37,0
9672,W-Completeren aanvraag,11019,2012.02.17 19:46:24,10000,2012.02.17 19:47:30,1
9672,W-Completeren aanvraag,10909,2012.02.18 12:03:56,10000,2012.02.18 12:04:55,0
9672,W-Completeren aanvraag,11019,2012.02.20 14:55:58,10000,2012.02.20 14:58:23,2
9672,W-Completeren aanvraag,11019,2012.02.21 14:23:20,10000,2012.02.21 14:24:58,1
9672,W-Completeren aanvraag,10933,2012.02.21 20:57:50,10000,2012.02.21 20:59:16,1
9673,W-Completeren aanvraag,11180,2012.02.28 19:55:20,13000,2012.02.28 20:07:51,12
9673,W-Nabellen offertes,11180,2012.02.28 20:08:09,13000,2012.02.28 20:09:40,1
9673,W-Nabellen offertes,11203,2012.03.08 15:25:32,13000,2012.03.08 15:28:35,3
9673,W-Nabellen offertes,11302,2012.03.09 20:38:20,13000,2012.03.09 20:41:45,3
