,id,activity,complete_timestamp,activity_history,next_activity,next_time,elapsed_time,total_time,remaining_time
2498,1-622154016,Accepted,2012-02-21 11:07:45+00:00,Accepted+Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Queued+Accepted+Accepted,Accepted,2012-02-21 11:07:56+00:00,6131838,6905724,773886
2499,1-622154016,Accepted,2012-02-21 11:07:56+00:00,Accepted+Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted,Accepted,2012-02-28 09:18:13+00:00,6131849,6905724,773875
2500,1-622154016,Accepted,2012-02-28 09:18:13+00:00,Accepted+Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted,Queued,2012-02-28 09:19:08+00:00,6730066,6905724,175658
2501,1-622154016,Queued,2012-02-28 09:19:08+00:00,Accepted+Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Queued,Accepted,2012-02-28 09:36:29+00:00,6730121,6905724,175603
2502,1-622154016,Accepted,2012-02-28 09:36:29+00:00,Accepted+Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Queued+Accepted,Completed,2012-03-01 10:05:51+00:00,6731162,6905724,174562
2503,1-622154016,Completed,2012-03-01 10:05:51+00:00,Accepted+Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Queued+Accepted+Completed,!,2012-03-01 10:05:51+00:00,6905724,6905724,0
2504,1-622156083,Accepted,2011-12-12 11:50:53+00:00,Accepted,Queued,2011-12-12 11:51:38+00:00,0,3112816,3112816
2505,1-622156083,Queued,2011-12-12 11:51:38+00:00,Accepted+Queued,Accepted,2011-12-12 13:54:04+00:00,45,3112816,3112771
2506,1-622156083,Accepted,2011-12-12 13:54:04+00:00,Accepted+Queued+Accepted,Accepted,2012-01-17 12:30:30+00:00,7391,3112816,3105425
2507,1-622156083,Accepted,2012-01-17 12:30:30+00:00,Accepted+Queued+Accepted+Accepted,Completed,2012-01-17 12:31:09+00:00,3112777,3112816,39
2508,1-622156083,Completed,2012-01-17 12:31:09+00:00,Accepted+Queued+Accepted+Accepted+Completed,!,2012-01-17 12:31:09+00:00,3112816,3112816,0
2509,1-622295317,Accepted,2011-12-12 14:33:32+00:00,Accepted,Accepted,2012-03-02 10:22:18+00:00,0,8727138,8727138
2510,1-622295317,Accepted,2012-03-02 10:22:18+00:00,Accepted+Accepted,Completed,2012-03-22 14:45:50+00:00,6983326,8727138,1743812
2511,1-622295317,Completed,2012-03-22 14:45:50+00:00,Accepted+Accepted+Completed,!,2012-03-22 14:45:50+00:00,8727138,8727138,0
2512,1-622618613,Accepted,2011-12-13 03:07:15+00:00,Accepted,Queued,2011-12-13 03:07:39+00:00,0,3241876,3241876
2513,1-622618613,Queued,2011-12-13 03:07:39+00:00,Accepted+Queued,Accepted,2011-12-13 06:11:12+00:00,24,3241876,3241852
2514,1-622618613,Accepted,2011-12-13 06:11:12+00:00,Accepted+Queued+Accepted,Accepted,2011-12-13 06:11:20+00:00,11037,3241876,3230839
2515,1-622618613,Accepted,2011-12-13 06:11:20+00:00,Accepted+Queued+Accepted+Accepted,Completed,2012-01-19 15:38:31+00:00,11045,3241876,3230831
2516,1-622618613,Completed,2012-01-19 15:38:31+00:00,Accepted+Queued+Accepted+Accepted+Completed,!,2012-01-19 15:38:31+00:00,3241876,3241876,0
2517,1-622630582,Accepted,2011-12-13 05:47:00+00:00,Accepted,Accepted,2011-12-20 01:43:10+00:00,0,13986363,13986363
2518,1-622630582,Accepted,2011-12-20 01:43:10+00:00,Accepted+Accepted,Completed,2012-05-23 02:53:03+00:00,590170,13986363,13396193
2519,1-622630582,Completed,2012-05-23 02:53:03+00:00,Accepted+Accepted+Completed,!,2012-05-23 02:53:03+00:00,13986363,13986363,0
2520,1-622652886,Accepted,2011-12-13 08:52:25+00:00,Accepted,Completed,2012-04-30 15:41:11+00:00,0,12034126,12034126
2521,1-622652886,Completed,2012-04-30 15:41:11+00:00,Accepted+Completed,!,2012-04-30 15:41:11+00:00,12034126,12034126,0
2522,1-622783644,Accepted,2011-12-13 09:19:11+00:00,Accepted,Accepted,2011-12-26 12:32:16+00:00,0,13556571,13556571
2523,1-622783644,Accepted,2011-12-26 12:32:16+00:00,Accepted+Accepted,Accepted,2012-05-18 07:01:25+00:00,1134785,13556571,12421786
2524,1-622783644,Accepted,2012-05-18 07:01:25+00:00,Accepted+Accepted+Accepted,Completed,2012-05-18 07:02:02+00:00,13556534,13556571,37
2525,1-622783644,Completed,2012-05-18 07:02:02+00:00,Accepted+Accepted+Accepted+Completed,!,2012-05-18 07:02:02+00:00,13556571,13556571,0
2526,1-622806196,Accepted,2011-12-13 10:05:09+00:00,Accepted,Accepted,2011-12-13 11:21:14+00:00,0,12373217,12373217
2527,1-622806196,Accepted,2011-12-13 11:21:14+00:00,Accepted+Accepted,Accepted,2012-05-04 15:03:00+00:00,4565,12373217,12368652
2528,1-622806196,Accepted,2012-05-04 15:03:00+00:00,Accepted+Accepted+Accepted,Completed,2012-05-04 15:05:26+00:00,12373071,12373217,146
2529,1-622806196,Completed,2012-05-04 15:05:26+00:00,Accepted+Accepted+Accepted+Completed,!,2012-05-04 15:05:26+00:00,12373217,12373217,0
2530,1-622856843,Accepted,2011-12-13 10:27:52+00:00,Accepted,Completed,2012-01-24 08:29:10+00:00,0,3621678,3621678
2531,1-622856843,Completed,2012-01-24 08:29:10+00:00,Accepted+Completed,!,2012-01-24 08:29:10+00:00,3621678,3621678,0
2532,1-622874191,Accepted,2011-12-13 11:19:40+00:00,Accepted,Accepted,2011-12-19 12:55:54+00:00,0,4139984,4139984
2533,1-622874191,Accepted,2011-12-19 12:55:54+00:00,Accepted+Accepted,Completed,2012-01-30 09:19:24+00:00,524174,4139984,3615810
2534,1-622874191,Completed,2012-01-30 09:19:24+00:00,Accepted+Accepted+Completed,!,2012-01-30 09:19:24+00:00,4139984,4139984,0
2535,1-622884303,Accepted,2011-12-13 12:28:06+00:00,Accepted,Accepted,2011-12-21 13:15:37+00:00,0,9055473,9055473
2536,1-622884303,Accepted,2011-12-21 13:15:37+00:00,Accepted+Accepted,Completed,2012-03-27 07:52:39+00:00,694051,9055473,8361422
2537,1-622884303,Completed,2012-03-27 07:52:39+00:00,Accepted+Accepted+Completed,!,2012-03-27 07:52:39+00:00,9055473,9055473,0
2538,1-622940906,Accepted,2011-12-13 12:52:14+00:00,Accepted,Accepted,2012-01-13 09:07:55+00:00,0,3014266,3014266
2539,1-622940906,Accepted,2012-01-13 09:07:55+00:00,Accepted+Accepted,Completed,2012-01-17 10:10:00+00:00,2664941,3014266,349325
2540,1-622940906,Completed,2012-01-17 10:10:00+00:00,Accepted+Accepted+Completed,!,2012-01-17 10:10:00+00:00,3014266,3014266,0
2541,1-622847448,Accepted,2011-12-13 14:36:57+00:00,Accepted,Accepted,2012-03-13 13:23:34+00:00,0,11400930,11400930
2542,1-622847448,Accepted,2012-03-13 13:23:34+00:00,Accepted+Accepted,Accepted,2012-04-23 13:31:16+00:00,7857997,11400930,3542933
2543,1-622847448,Accepted,2012-04-23 13:31:16+00:00,Accepted+Accepted+Accepted,Completed,2012-04-23 13:32:27+00:00,11400859,11400930,71
2544,1-622847448,Completed,2012-04-23 13:32:27+00:00,Accepted+Accepted+Accepted+Completed,!,2012-04-23 13:32:27+00:00,11400930,11400930,0
2545,1-623152702,Accepted,2011-12-13 17:51:50+00:00,Accepted,Completed,2012-04-19 09:09:47+00:00,0,11027877,11027877
2546,1-623152702,Completed,2012-04-19 09:09:47+00:00,Accepted+Completed,!,2012-04-19 09:09:47+00:00,11027877,11027877,0
2547,1-623354971,Accepted,2011-12-14 08:45:16+00:00,Accepted,Accepted,2011-12-14 08:51:17+00:00,0,10798281,10798281
2548,1-623354971,Accepted,2011-12-14 08:51:17+00:00,Accepted+Accepted,Accepted,2012-04-17 08:16:34+00:00,361,10798281,10797920
2549,1-623354971,Accepted,2012-04-17 08:16:34+00:00,Accepted+Accepted+Accepted,Completed,2012-04-17 08:16:37+00:00,10798278,10798281,3
2550,1-623354971,Completed,2012-04-17 08:16:37+00:00,Accepted+Accepted+Accepted+Completed,!,2012-04-17 08:16:37+00:00,10798281,10798281,0
2551,1-623520821,Accepted,2011-12-14 10:27:37+00:00,Accepted,Accepted,2011-12-14 10:27:55+00:00,0,7102962,7102962
2552,1-623520821,Accepted,2011-12-14 10:27:55+00:00,Accepted+Accepted,Accepted,2011-12-15 12:17:55+00:00,18,7102962,7102944
2553,1-623520821,Accepted,2011-12-15 12:17:55+00:00,Accepted+Accepted+Accepted,Accepted,2011-12-21 12:10:20+00:00,93018,7102962,7009944
2554,1-623520821,Accepted,2011-12-21 12:10:20+00:00,Accepted+Accepted+Accepted+Accepted,Accepted,2012-01-09 10:37:01+00:00,610963,7102962,6491999
2555,1-623520821,Accepted,2012-01-09 10:37:01+00:00,Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2012-01-09 16:11:01+00:00,2246964,7102962,4855998
2556,1-623520821,Accepted,2012-01-09 16:11:01+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Completed,2012-03-05 15:30:19+00:00,2267004,7102962,4835958
2557,1-623520821,Completed,2012-03-05 15:30:19+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Completed,!,2012-03-05 15:30:19+00:00,7102962,7102962,0
2558,1-623336818,Accepted,2011-12-14 10:46:39+00:00,Accepted,Completed,2012-02-20 07:38:46+00:00,0,5863927,5863927
2559,1-623336818,Completed,2012-02-20 07:38:46+00:00,Accepted+Completed,!,2012-02-20 07:38:46+00:00,5863927,5863927,0
2560,1-623521280,Accepted,2011-12-14 11:24:49+00:00,Accepted,Accepted,2012-02-06 11:02:10+00:00,0,7442412,7442412
2561,1-623521280,Accepted,2012-02-06 11:02:10+00:00,Accepted+Accepted,Accepted,2012-02-06 16:05:17+00:00,4664241,7442412,2778171
2562,1-623521280,Accepted,2012-02-06 16:05:17+00:00,Accepted+Accepted+Accepted,Completed,2012-03-09 14:45:01+00:00,4682428,7442412,2759984
2563,1-623521280,Completed,2012-03-09 14:45:01+00:00,Accepted+Accepted+Accepted+Completed,!,2012-03-09 14:45:01+00:00,7442412,7442412,0
2564,1-623626713,Accepted,2011-12-14 11:27:57+00:00,Accepted,Accepted,2011-12-14 11:28:40+00:00,0,7444114,7444114
2565,1-623626713,Accepted,2011-12-14 11:28:40+00:00,Accepted+Accepted,Accepted,2012-02-07 08:40:27+00:00,43,7444114,7444071
2566,1-623626713,Accepted,2012-02-07 08:40:27+00:00,Accepted+Accepted+Accepted,Accepted,2012-02-10 08:13:16+00:00,4741950,7444114,2702164
2567,1-623626713,Accepted,2012-02-10 08:13:16+00:00,Accepted+Accepted+Accepted+Accepted,Completed,2012-03-09 15:16:31+00:00,4999519,7444114,2444595
2568,1-623626713,Completed,2012-03-09 15:16:31+00:00,Accepted+Accepted+Accepted+Accepted+Completed,!,2012-03-09 15:16:31+00:00,7444114,7444114,0
2569,1-623792185,Accepted,2011-12-14 15:00:50+00:00,Accepted,Queued,2011-12-14 15:40:11+00:00,0,2935213,2935213
2570,1-623792185,Queued,2011-12-14 15:40:11+00:00,Accepted+Queued,Accepted,2011-12-16 08:57:47+00:00,2361,2935213,2932852
2571,1-623792185,Accepted,2011-12-16 08:57:47+00:00,Accepted+Queued+Accepted,Queued,2011-12-28 09:32:53+00:00,151017,2935213,2784196
2572,1-623792185,Queued,2011-12-28 09:32:53+00:00,Accepted+Queued+Accepted+Queued,Accepted,2012-01-02 09:04:41+00:00,1189923,2935213,1745290
2573,1-623792185,Accepted,2012-01-02 09:04:41+00:00,Accepted+Queued+Accepted+Queued+Accepted,Accepted,2012-01-02 09:12:41+00:00,1620231,2935213,1314982
2574,1-623792185,Accepted,2012-01-02 09:12:41+00:00,Accepted+Queued+Accepted+Queued+Accepted+Accepted,Accepted,2012-01-17 14:20:02+00:00,1620711,2935213,1314502
2575,1-623792185,Accepted,2012-01-17 14:20:02+00:00,Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-01-17 14:21:03+00:00,2935152,2935213,61
2576,1-623792185,Completed,2012-01-17 14:21:03+00:00,Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-01-17 14:21:03+00:00,2935213,2935213,0
2577,1-623859845,Accepted,2011-12-14 15:06:21+00:00,Accepted,Completed,2012-03-05 09:33:07+00:00,0,7064806,7064806
2578,1-623859845,Completed,2012-03-05 09:33:07+00:00,Accepted+Completed,!,2012-03-05 09:33:07+00:00,7064806,7064806,0
2579,1-623873811,Accepted,2011-12-14 15:16:05+00:00,Accepted,Queued,2011-12-14 15:16:44+00:00,0,5618774,5618774
2580,1-623873811,Queued,2011-12-14 15:16:44+00:00,Accepted+Queued,Accepted,2011-12-14 15:23:53+00:00,39,5618774,5618735
2581,1-623873811,Accepted,2011-12-14 15:23:53+00:00,Accepted+Queued+Accepted,Queued,2011-12-14 15:36:41+00:00,468,5618774,5618306
2582,1-623873811,Queued,2011-12-14 15:36:41+00:00,Accepted+Queued+Accepted+Queued,Accepted,2011-12-15 08:02:54+00:00,1236,5618774,5617538
2583,1-623873811,Accepted,2011-12-15 08:02:54+00:00,Accepted+Queued+Accepted+Queued+Accepted,Completed,2011-12-15 08:05:32+00:00,60409,5618774,5558365
2584,1-623873811,Completed,2011-12-15 08:05:32+00:00,Accepted+Queued+Accepted+Queued+Accepted+Completed,Accepted,2011-12-15 08:14:19+00:00,60567,5618774,5558207
2585,1-623873811,Accepted,2011-12-15 08:14:19+00:00,Accepted+Queued+Accepted+Queued+Accepted+Completed+Accepted,Accepted,2011-12-15 08:15:33+00:00,61094,5618774,5557680
2586,1-623873811,Accepted,2011-12-15 08:15:33+00:00,Accepted+Queued+Accepted+Queued+Accepted+Completed+Accepted+Accepted,Accepted,2011-12-15 10:19:48+00:00,61168,5618774,5557606
2587,1-623873811,Accepted,2011-12-15 10:19:48+00:00,Accepted+Queued+Accepted+Queued+Accepted+Completed+Accepted+Accepted+Accepted,Completed,2011-12-20 18:27:10+00:00,68623,5618774,5550151
2588,1-623873811,Completed,2011-12-20 18:27:10+00:00,Accepted+Queued+Accepted+Queued+Accepted+Completed+Accepted+Accepted+Accepted+Completed,Accepted,2012-01-25 15:21:33+00:00,529865,5618774,5088909
2589,1-623873811,Accepted,2012-01-25 15:21:33+00:00,Accepted+Queued+Accepted+Queued+Accepted+Completed+Accepted+Accepted+Accepted+Completed+Accepted,Accepted,2012-01-25 15:23:52+00:00,3629128,5618774,1989646
2590,1-623873811,Accepted,2012-01-25 15:23:52+00:00,Accepted+Queued+Accepted+Queued+Accepted+Completed+Accepted+Accepted+Accepted+Completed+Accepted+Accepted,Completed,2012-02-17 16:02:19+00:00,3629267,5618774,1989507
2591,1-623873811,Completed,2012-02-17 16:02:19+00:00,Accepted+Queued+Accepted+Queued+Accepted+Completed+Accepted+Accepted+Accepted+Completed+Accepted+Accepted+Completed,!,2012-02-17 16:02:19+00:00,5618774,5618774,0
2592,1-624009613,Accepted,2011-12-14 23:38:51+00:00,Accepted,Completed,2012-01-31 02:59:23+00:00,0,4072832,4072832
2593,1-624009613,Completed,2012-01-31 02:59:23+00:00,Accepted+Completed,!,2012-01-31 02:59:23+00:00,4072832,4072832,0
2594,1-624219528,Accepted,2011-12-15 09:55:26+00:00,Accepted,Completed,2012-03-27 09:36:54+00:00,0,8898088,8898088
2595,1-624219528,Completed,2012-03-27 09:36:54+00:00,Accepted+Completed,!,2012-03-27 09:36:54+00:00,8898088,8898088,0
2596,1-624305845,Queued,2011-12-15 10:58:06+00:00,Queued,Accepted,2012-01-06 09:12:12+00:00,0,1894739,1894739
2597,1-624305845,Accepted,2012-01-06 09:12:12+00:00,Queued+Accepted,Completed,2012-01-06 09:17:05+00:00,1894446,1894739,293
2598,1-624305845,Completed,2012-01-06 09:17:05+00:00,Queued+Accepted+Completed,!,2012-01-06 09:17:05+00:00,1894739,1894739,0
2599,1-624450715,Accepted,2011-12-15 14:23:36+00:00,Accepted,Accepted,2011-12-15 14:23:45+00:00,0,9150261,9150261
2600,1-624450715,Accepted,2011-12-15 14:23:45+00:00,Accepted+Accepted,Completed,2012-03-30 12:07:57+00:00,9,9150261,9150252
2601,1-624450715,Completed,2012-03-30 12:07:57+00:00,Accepted+Accepted+Completed,!,2012-03-30 12:07:57+00:00,9150261,9150261,0
2602,1-624403918,Accepted,2011-12-15 15:29:31+00:00,Accepted,Accepted,2011-12-15 16:30:21+00:00,0,7860314,7860314
2603,1-624403918,Accepted,2011-12-15 16:30:21+00:00,Accepted+Accepted,Queued,2011-12-16 14:36:37+00:00,3650,7860314,7856664
2604,1-624403918,Queued,2011-12-16 14:36:37+00:00,Accepted+Accepted+Queued,Accepted,2012-01-10 11:21:21+00:00,83226,7860314,7777088
2605,1-624403918,Accepted,2012-01-10 11:21:21+00:00,Accepted+Accepted+Queued+Accepted,Queued,2012-01-10 12:26:31+00:00,2231510,7860314,5628804
2606,1-624403918,Queued,2012-01-10 12:26:31+00:00,Accepted+Accepted+Queued+Accepted+Queued,Accepted,2012-01-10 12:30:24+00:00,2235420,7860314,5624894
2607,1-624403918,Accepted,2012-01-10 12:30:24+00:00,Accepted+Accepted+Queued+Accepted+Queued+Accepted,Accepted,2012-01-12 09:03:42+00:00,2235653,7860314,5624661
2608,1-624403918,Accepted,2012-01-12 09:03:42+00:00,Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted,Accepted,2012-01-12 09:03:51+00:00,2396051,7860314,5464263
2609,1-624403918,Accepted,2012-01-12 09:03:51+00:00,Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-03-15 14:45:21+00:00,2396060,7860314,5464254
2610,1-624403918,Completed,2012-03-15 14:45:21+00:00,Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Completed,Accepted,2012-03-15 14:45:30+00:00,7859750,7860314,564
2611,1-624403918,Accepted,2012-03-15 14:45:30+00:00,Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Completed+Accepted,Completed,2012-03-15 14:54:45+00:00,7859759,7860314,555
2612,1-624403918,Completed,2012-03-15 14:54:45+00:00,Accepted+Accepted+Queued+Accepted+Queued+Accepted+Accepted+Accepted+Completed+Accepted+Completed,!,2012-03-15 14:54:45+00:00,7860314,7860314,0
2613,1-624711258,Accepted,2011-12-16 08:13:45+00:00,Accepted,Queued,2011-12-16 08:17:50+00:00,0,7530387,7530387
2614,1-624711258,Queued,2011-12-16 08:17:50+00:00,Accepted+Queued,Accepted,2011-12-16 08:20:27+00:00,245,7530387,7530142
2615,1-624711258,Accepted,2011-12-16 08:20:27+00:00,Accepted+Queued+Accepted,Completed,2012-03-12 12:00:12+00:00,402,7530387,7529985
2616,1-624711258,Completed,2012-03-12 12:00:12+00:00,Accepted+Queued+Accepted+Completed,!,2012-03-12 12:00:12+00:00,7530387,7530387,0
2617,1-624745314,Accepted,2011-12-16 08:51:26+00:00,Accepted,Completed,2012-02-08 13:15:41+00:00,0,4681455,4681455
2618,1-624745314,Completed,2012-02-08 13:15:41+00:00,Accepted+Completed,!,2012-02-08 13:15:41+00:00,4681455,4681455,0
2619,1-624845426,Accepted,2011-12-16 09:40:07+00:00,Accepted,Queued,2011-12-16 09:40:33+00:00,0,2418376,2418376
2620,1-624845426,Queued,2011-12-16 09:40:33+00:00,Accepted+Queued,Accepted,2012-01-13 08:39:30+00:00,26,2418376,2418350
2621,1-624845426,Accepted,2012-01-13 08:39:30+00:00,Accepted+Queued+Accepted,Completed,2012-01-13 09:26:23+00:00,2415563,2418376,2813
2622,1-624845426,Completed,2012-01-13 09:26:23+00:00,Accepted+Queued+Accepted+Completed,!,2012-01-13 09:26:23+00:00,2418376,2418376,0
2623,1-625322174,Accepted,2011-12-17 11:18:28+00:00,Accepted,Queued,2011-12-17 11:19:36+00:00,0,10460203,10460203
2624,1-625322174,Queued,2011-12-17 11:19:36+00:00,Accepted+Queued,Accepted,2011-12-22 13:52:39+00:00,68,10460203,10460135
2625,1-625322174,Accepted,2011-12-22 13:52:39+00:00,Accepted+Queued+Accepted,Accepted,2011-12-22 13:52:47+00:00,441251,10460203,10018952
2626,1-625322174,Accepted,2011-12-22 13:52:47+00:00,Accepted+Queued+Accepted+Accepted,Completed,2012-04-16 12:55:11+00:00,441259,10460203,10018944
2627,1-625322174,Completed,2012-04-16 12:55:11+00:00,Accepted+Queued+Accepted+Accepted+Completed,!,2012-04-16 12:55:11+00:00,10460203,10460203,0
2628,1-625459293,Accepted,2011-12-19 02:13:32+00:00,Accepted,Queued,2011-12-19 02:14:22+00:00,0,2726423,2726423
2629,1-625459293,Queued,2011-12-19 02:14:22+00:00,Accepted+Queued,Accepted,2012-01-05 13:08:46+00:00,50,2726423,2726373
2630,1-625459293,Accepted,2012-01-05 13:08:46+00:00,Accepted+Queued+Accepted,Accepted,2012-01-05 13:25:39+00:00,1508114,2726423,1218309
2631,1-625459293,Accepted,2012-01-05 13:25:39+00:00,Accepted+Queued+Accepted+Accepted,Completed,2012-01-19 15:33:55+00:00,1509127,2726423,1217296
2632,1-625459293,Completed,2012-01-19 15:33:55+00:00,Accepted+Queued+Accepted+Accepted+Completed,!,2012-01-19 15:33:55+00:00,2726423,2726423,0
2633,1-625634702,Accepted,2011-12-19 07:49:47+00:00,Accepted,Accepted,2011-12-19 08:13:42+00:00,0,2581451,2581451
2634,1-625634702,Accepted,2011-12-19 08:13:42+00:00,Accepted+Accepted,Completed,2012-01-18 04:53:58+00:00,1435,2581451,2580016
2635,1-625634702,Completed,2012-01-18 04:53:58+00:00,Accepted+Accepted+Completed,!,2012-01-18 04:53:58+00:00,2581451,2581451,0
2636,1-625634824,Accepted,2011-12-19 07:57:11+00:00,Accepted,Accepted,2011-12-19 08:13:17+00:00,0,2762812,2762812
2637,1-625634824,Accepted,2011-12-19 08:13:17+00:00,Accepted+Accepted,Completed,2012-01-20 07:24:03+00:00,966,2762812,2761846
2638,1-625634824,Completed,2012-01-20 07:24:03+00:00,Accepted+Accepted+Completed,!,2012-01-20 07:24:03+00:00,2762812,2762812,0
2639,1-625646775,Accepted,2011-12-19 08:00:43+00:00,Accepted,Completed,2012-02-01 08:56:47+00:00,0,3804964,3804964
2640,1-625646775,Completed,2012-02-01 08:56:47+00:00,Accepted+Completed,!,2012-02-01 08:56:47+00:00,3804964,3804964,0
2641,1-625634936,Accepted,2011-12-19 08:03:01+00:00,Accepted,Accepted,2011-12-19 08:12:46+00:00,0,9659801,9659801
2642,1-625634936,Accepted,2011-12-19 08:12:46+00:00,Accepted+Accepted,Completed,2012-04-09 03:19:42+00:00,585,9659801,9659216
2643,1-625634936,Completed,2012-04-09 03:19:42+00:00,Accepted+Accepted+Completed,!,2012-04-09 03:19:42+00:00,9659801,9659801,0
2644,1-625628532,Accepted,2011-12-19 08:09:42+00:00,Accepted,Completed,2012-04-20 07:23:30+00:00,0,10624428,10624428
2645,1-625628532,Completed,2012-04-20 07:23:30+00:00,Accepted+Completed,!,2012-04-20 07:23:30+00:00,10624428,10624428,0
2646,1-626102521,Accepted,2011-12-19 14:15:13+00:00,Accepted,Completed,2012-03-19 14:29:08+00:00,0,7863235,7863235
2647,1-626102521,Completed,2012-03-19 14:29:08+00:00,Accepted+Completed,!,2012-03-19 14:29:08+00:00,7863235,7863235,0
2648,1-626212681,Accepted,2011-12-19 16:02:25+00:00,Accepted,Accepted,2012-01-04 10:26:26+00:00,0,5419988,5419988
2649,1-626212681,Accepted,2012-01-04 10:26:26+00:00,Accepted+Accepted,Accepted,2012-02-20 09:32:17+00:00,1362241,5419988,4057747
2650,1-626212681,Accepted,2012-02-20 09:32:17+00:00,Accepted+Accepted+Accepted,Completed,2012-02-20 09:35:33+00:00,5419792,5419988,196
2651,1-626212681,Completed,2012-02-20 09:35:33+00:00,Accepted+Accepted+Accepted+Completed,!,2012-02-20 09:35:33+00:00,5419988,5419988,0
2652,1-626292231,Accepted,2011-12-20 00:48:36+00:00,Accepted,Accepted,2011-12-20 00:49:14+00:00,0,13857448,13857448
2653,1-626292231,Accepted,2011-12-20 00:49:14+00:00,Accepted+Accepted,Accepted,2012-02-07 18:48:51+00:00,38,13857448,13857410
2654,1-626292231,Accepted,2012-02-07 18:48:51+00:00,Accepted+Accepted+Accepted,Completed,2012-05-28 09:50:17+00:00,4298415,13857448,9559033
2655,1-626292231,Completed,2012-05-28 09:50:17+00:00,Accepted+Accepted+Accepted+Completed,Accepted,2012-05-28 10:04:15+00:00,13856501,13857448,947
2656,1-626292231,Accepted,2012-05-28 10:04:15+00:00,Accepted+Accepted+Accepted+Completed+Accepted,Completed,2012-05-28 10:06:04+00:00,13857339,13857448,109
2657,1-626292231,Completed,2012-05-28 10:06:04+00:00,Accepted+Accepted+Accepted+Completed+Accepted+Completed,!,2012-05-28 10:06:04+00:00,13857448,13857448,0
2658,1-626462354,Accepted,2011-12-20 07:59:29+00:00,Accepted,Accepted,2012-02-02 09:43:55+00:00,0,10285402,10285402
2659,1-626462354,Accepted,2012-02-02 09:43:55+00:00,Accepted+Accepted,Completed,2012-04-17 09:02:51+00:00,3807866,10285402,6477536
2660,1-626462354,Completed,2012-04-17 09:02:51+00:00,Accepted+Accepted+Completed,!,2012-04-17 09:02:51+00:00,10285402,10285402,0
2661,1-626510640,Accepted,2011-12-20 08:39:32+00:00,Accepted,Accepted,2011-12-20 09:03:49+00:00,0,3819578,3819578
2662,1-626510640,Accepted,2011-12-20 09:03:49+00:00,Accepted+Accepted,Accepted,2011-12-20 13:19:22+00:00,1457,3819578,3818121
2663,1-626510640,Accepted,2011-12-20 13:19:22+00:00,Accepted+Accepted+Accepted,Accepted,2011-12-21 09:40:49+00:00,16790,3819578,3802788
2664,1-626510640,Accepted,2011-12-21 09:40:49+00:00,Accepted+Accepted+Accepted+Accepted,Accepted,2012-02-02 07:45:56+00:00,90077,3819578,3729501
2665,1-626510640,Accepted,2012-02-02 07:45:56+00:00,Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2012-02-02 12:44:11+00:00,3798384,3819578,21194
2666,1-626510640,Accepted,2012-02-02 12:44:11+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2012-02-02 13:37:55+00:00,3816279,3819578,3299
2667,1-626510640,Accepted,2012-02-02 13:37:55+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Completed,2012-02-02 13:39:10+00:00,3819503,3819578,75
2668,1-626510640,Completed,2012-02-02 13:39:10+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Completed,!,2012-02-02 13:39:10+00:00,3819578,3819578,0
2669,1-626515794,Accepted,2011-12-20 13:07:40+00:00,Accepted,Accepted,2011-12-20 13:26:59+00:00,0,1469150,1469150
2670,1-626515794,Accepted,2011-12-20 13:26:59+00:00,Accepted+Accepted,Accepted,2011-12-23 14:33:36+00:00,1159,1469150,1467991
2671,1-626515794,Accepted,2011-12-23 14:33:36+00:00,Accepted+Accepted+Accepted,Accepted,2012-01-06 13:12:19+00:00,264356,1469150,1204794
2672,1-626515794,Accepted,2012-01-06 13:12:19+00:00,Accepted+Accepted+Accepted+Accepted,Completed,2012-01-06 13:13:30+00:00,1469079,1469150,71
2673,1-626515794,Completed,2012-01-06 13:13:30+00:00,Accepted+Accepted+Accepted+Accepted+Completed,!,2012-01-06 13:13:30+00:00,1469150,1469150,0
